# NIRWizard 0.1.7 — subject GLM nuisance-regressor coefficients (descriptive)
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_1.snirf sha256=3450a7da53c06fca85a7eea728119ec2acdb0ab65c898234b4f9e6130cca2266
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/quiet_2.snirf sha256=fffd8621e0f23f2f6b8d8a96399af57657bfe620a8d1436530fb36618354f444
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_1.snirf sha256=e02b5983b2f586ec1eec748e2d8d6c5240c7723ca7ba4dbb3f91196c2c8acb47
# source: /home/adama/dev/lydia-adept/piano-noise/data/dur40/noise_2.snirf sha256=c98402779496ac1aba0fb382d28822eb689572c5d291435b7733ef053f4fb302
# statistics: solver=AR-IRLS; inferential; correction=Benjamini-Hochberg FDR; families=condition × chromophore, across channels
# regressors: drift_r1_1, drift_r1_2, drift_r1_3, drift_r1_4, drift_r1_5, drift_r1_6, drift_r1_7, drift_r1_8, drift_r1_9, drift_r2_1, drift_r2_2, drift_r2_3, drift_r2_4, drift_r2_5, drift_r2_6, drift_r2_7, drift_r3_1, drift_r3_2, drift_r3_3, drift_r3_4, drift_r3_5, drift_r3_6, drift_r3_7, drift_r3_8, drift_r4_1, drift_r4_2, drift_r4_3, drift_r4_4, drift_r4_5, drift_r4_6, drift_r4_7, run_2, run_3, run_4, intercept
# provenance: quiet_vs_noise_glm_results.json (authoritative sidecar, schema 1.0)
channel,signal,regressor,beta,se
S8-D6,HbR,drift_r4_5,-7.093790e-1,1.835810e-1
S8-D6,HbR,drift_r4_6,1.228497e-1,1.815612e-1
S8-D6,HbR,drift_r4_7,-7.641489e-1,1.801377e-1
S8-D6,HbR,run_2,5.977313e-3,3.761505e-3
S8-D6,HbR,run_3,6.455384e-3,4.154091e-3
S8-D6,HbR,run_4,6.080618e-3,4.165230e-3
S8-D6,HbR,intercept,-4.726419e-3,2.765934e-3
S8-D7,HbO,drift_r1_1,2.428255e0,1.314195e0
S8-D7,HbO,drift_r1_2,4.793875e-1,1.295792e0
S8-D7,HbO,drift_r1_3,-2.166748e-1,1.272204e0
S8-D7,HbO,drift_r1_4,-1.550364e0,1.263702e0
S8-D7,HbO,drift_r1_5,-9.133750e-1,1.268166e0
S8-D7,HbO,drift_r1_6,6.836256e-2,1.248838e0
S8-D7,HbO,drift_r1_7,-3.594177e-1,1.241441e0
S8-D7,HbO,drift_r1_8,-3.427611e-1,1.234802e0
S8-D7,HbO,drift_r1_9,-5.376936e-1,1.218792e0
S8-D7,HbO,drift_r2_1,-2.396568e0,1.255469e0
S8-D7,HbO,drift_r2_2,-1.686073e-1,1.259496e0
S8-D7,HbO,drift_r2_3,-2.640910e0,1.245460e0
S8-D7,HbO,drift_r2_4,-1.430411e0,1.237625e0
S8-D7,HbO,drift_r2_5,-2.619012e0,1.226314e0
S8-D7,HbO,drift_r2_6,-1.623182e-1,1.215462e0
S8-D7,HbO,drift_r2_7,-2.812302e0,1.201657e0
S8-D7,HbO,drift_r3_1,1.325700e0,1.265871e0
S8-D7,HbO,drift_r3_2,1.172499e0,1.277800e0
S8-D7,HbO,drift_r3_3,1.385264e0,1.253421e0
S8-D7,HbO,drift_r3_4,1.318369e0,1.265409e0
S8-D7,HbO,drift_r3_5,5.180138e-1,1.236719e0
S8-D7,HbO,drift_r3_6,1.645505e-1,1.231283e0
S8-D7,HbO,drift_r3_7,6.717518e-1,1.215101e0
S8-D7,HbO,drift_r3_8,-3.956248e-2,1.199767e0
S8-D7,HbO,drift_r4_1,-4.020745e-1,1.255525e0
S8-D7,HbO,drift_r4_2,1.662148e0,1.268301e0
S8-D7,HbO,drift_r4_3,1.395800e0,1.246017e0
S8-D7,HbO,drift_r4_4,-2.145790e0,1.238962e0
S8-D7,HbO,drift_r4_5,1.358135e0,1.228057e0
S8-D7,HbO,drift_r4_6,8.824949e-1,1.215371e0
S8-D7,HbO,drift_r4_7,1.017362e0,1.206774e0
S8-D7,HbO,run_2,-3.699113e-2,2.513596e-2
S8-D7,HbO,run_3,-7.991937e-3,2.796389e-2
S8-D7,HbO,run_4,5.284160e-4,2.804029e-2
S8-D7,HbO,intercept,-7.325500e-2,1.860249e-2
S8-D7,HbR,drift_r1_1,-4.352569e-1,2.568098e-1
S8-D7,HbR,drift_r1_2,-1.037488e0,2.535540e-1
S8-D7,HbR,drift_r1_3,1.214791e0,2.498801e-1
S8-D7,HbR,drift_r1_4,1.008456e0,2.460758e-1
S8-D7,HbR,drift_r1_5,-4.942699e-1,2.438240e-1
S8-D7,HbR,drift_r1_6,1.125462e-1,2.379516e-1
S8-D7,HbR,drift_r1_7,1.293707e0,2.335850e-1
S8-D7,HbR,drift_r1_8,-2.442570e-1,2.284086e-1
S8-D7,HbR,drift_r1_9,1.230851e-1,2.226067e-1
S8-D7,HbR,drift_r2_1,3.762655e-3,2.478720e-1
S8-D7,HbR,drift_r2_2,-2.109012e-1,2.458760e-1
S8-D7,HbR,drift_r2_3,-2.684794e-1,2.426407e-1
S8-D7,HbR,drift_r2_4,-2.653215e-1,2.377488e-1
S8-D7,HbR,drift_r2_5,-3.232613e-1,2.330255e-1
S8-D7,HbR,drift_r2_6,-5.951228e-1,2.267132e-1
S8-D7,HbR,drift_r2_7,-3.668757e-1,2.206233e-1
S8-D7,HbR,drift_r3_1,1.313160e-1,2.495556e-1
S8-D7,HbR,drift_r3_2,2.034022e-2,2.497059e-1
S8-D7,HbR,drift_r3_3,-3.056056e-1,2.442810e-1
S8-D7,HbR,drift_r3_4,-1.570027e-1,2.425468e-1
S8-D7,HbR,drift_r3_5,-6.488749e-1,2.351989e-1
S8-D7,HbR,drift_r3_6,-7.442131e-2,2.304357e-1
S8-D7,HbR,drift_r3_7,-4.601814e-1,2.234342e-1
S8-D7,HbR,drift_r3_8,1.404587e-1,2.169583e-1
S8-D7,HbR,drift_r4_1,5.917664e-1,2.480168e-1
S8-D7,HbR,drift_r4_2,-2.139874e0,2.468677e-1
S8-D7,HbR,drift_r4_3,9.942726e-1,2.429594e-1
S8-D7,HbR,drift_r4_4,1.295685e0,2.382235e-1
S8-D7,HbR,drift_r4_5,6.794192e-1,2.336664e-1
S8-D7,HbR,drift_r4_6,-2.506879e0,2.272712e-1
S8-D7,HbR,drift_r4_7,1.668783e0,2.218273e-1
S8-D7,HbR,run_2,-2.426493e-2,5.003057e-3
S8-D7,HbR,run_3,-2.328876e-2,5.257859e-3
S8-D7,HbR,run_4,-1.037014e-2,5.266757e-3
S8-D7,HbR,intercept,2.270791e-2,3.522765e-3
S8-D10,HbO,drift_r1_1,3.030450e-1,1.188923e0
S8-D10,HbO,drift_r1_2,-5.474463e-2,1.170832e0
S8-D10,HbO,drift_r1_3,-1.201658e0,1.146856e0
S8-D10,HbO,drift_r1_4,-1.408271e0,1.141974e0
S8-D10,HbO,drift_r1_5,-1.193797e0,1.149949e0
S8-D10,HbO,drift_r1_6,-1.380617e0,1.135074e0
S8-D10,HbO,drift_r1_7,2.026677e-1,1.131958e0
S8-D10,HbO,drift_r1_8,-4.656287e-1,1.131708e0
S8-D10,HbO,drift_r1_9,-1.008895e0,1.120786e0
S8-D10,HbO,drift_r2_1,-1.449486e0,1.130742e0
S8-D10,HbO,drift_r2_2,-8.168637e-1,1.138645e0
S8-D10,HbO,drift_r2_3,-1.822202e0,1.125474e0
S8-D10,HbO,drift_r2_4,-2.371651e0,1.123050e0
S8-D10,HbO,drift_r2_5,-3.088168e0,1.115403e0
S8-D10,HbO,drift_r2_6,-7.668674e-1,1.111732e0
S8-D10,HbO,drift_r2_7,-1.238355e0,1.103593e0
S8-D10,HbO,drift_r3_1,-2.784386e-1,1.140923e0
S8-D10,HbO,drift_r3_2,-2.361230e-1,1.154719e0
S8-D10,HbO,drift_r3_3,-3.002724e-2,1.132752e0
S8-D10,HbO,drift_r3_4,1.345810e-1,1.149201e0
S8-D10,HbO,drift_r3_5,-1.693921e-1,1.124938e0
S8-D10,HbO,drift_r3_6,-9.066142e-1,1.124731e0
S8-D10,HbO,drift_r3_7,5.252775e-1,1.115860e0
S8-D10,HbO,drift_r3_8,-5.956014e-1,1.106783e0
S8-D10,HbO,drift_r4_1,5.453611e-1,1.130579e0
S8-D10,HbO,drift_r4_2,1.520036e0,1.148061e0
S8-D10,HbO,drift_r4_3,9.713961e-1,1.125686e0
S8-D10,HbO,drift_r4_4,1.077512e0,1.124035e0
S8-D10,HbO,drift_r4_5,1.493375e0,1.116599e0
S8-D10,HbO,drift_r4_6,1.679898e0,1.110819e0
S8-D10,HbO,drift_r4_7,2.533554e-1,1.107993e0
S8-D10,HbO,run_2,-1.926663e-2,2.258485e-2
S8-D10,HbO,run_3,1.973053e-2,2.567141e-2
S8-D10,HbO,run_4,3.641931e-2,2.575374e-2
S8-D10,HbO,intercept,-5.921841e-2,1.703501e-2
S8-D10,HbR,drift_r1_1,6.899201e-1,4.362215e-1
S8-D10,HbR,drift_r1_2,7.691158e-1,4.302988e-1
S8-D10,HbR,drift_r1_3,4.828719e-1,4.227670e-1
S8-D10,HbR,drift_r1_4,4.734809e-1,4.198512e-1
S8-D10,HbR,drift_r1_5,3.000543e-1,4.209789e-1
S8-D10,HbR,drift_r1_6,6.647324e-1,4.145601e-1
S8-D10,HbR,drift_r1_7,3.978407e-1,4.118611e-1
S8-D10,HbR,drift_r1_8,8.304980e-1,4.093220e-1
S8-D10,HbR,drift_r1_9,2.684931e-1,4.038320e-1
S8-D10,HbR,drift_r2_1,5.298979e-1,4.173215e-1
S8-D10,HbR,drift_r2_2,4.863964e-1,4.183912e-1
S8-D10,HbR,drift_r2_3,5.686501e-1,4.137971e-1
S8-D10,HbR,drift_r2_4,4.067686e-1,4.109741e-1
S8-D10,HbR,drift_r2_5,2.948265e-1,4.070521e-1
S8-D10,HbR,drift_r2_6,1.800002e-2,4.031392e-1
S8-D10,HbR,drift_r2_7,1.682554e-1,3.982823e-1
S8-D10,HbR,drift_r3_1,3.244340e-1,4.207621e-1
S8-D10,HbR,drift_r3_2,3.506632e-1,4.243921e-1
S8-D10,HbR,drift_r3_3,1.288677e-1,4.164898e-1
S8-D10,HbR,drift_r3_4,3.243041e-1,4.199609e-1
S8-D10,HbR,drift_r3_5,-2.629810e-2,4.105421e-1
S8-D10,HbR,drift_r3_6,1.202614e-1,4.083926e-1
S8-D10,HbR,drift_r3_7,2.207653e-1,4.027665e-1
S8-D10,HbR,drift_r3_8,2.354839e-1,3.973853e-1
S8-D10,HbR,drift_r4_1,1.353708e-1,4.173481e-1
S8-D10,HbR,drift_r4_2,-3.139895e-1,4.211647e-1
S8-D10,HbR,drift_r4_3,-9.627051e-2,4.139936e-1
S8-D10,HbR,drift_r4_4,-7.987228e-3,4.114266e-1
S8-D10,HbR,drift_r4_5,-1.654313e-1,4.076450e-1
S8-D10,HbR,drift_r4_6,-4.166738e-1,4.031704e-1
S8-D10,HbR,drift_r4_7,1.254244e-2,3.999628e-1
S8-D10,HbR,run_2,-5.162917e-3,8.354462e-3
S8-D10,HbR,run_3,8.895584e-3,9.240688e-3
S8-D10,HbR,run_4,3.810428e-3,9.265757e-3
S8-D10,HbR,intercept,-1.244583e-3,6.151716e-3
S9-D4,HbO,drift_r1_1,9.877708e-1,1.245095e0
S9-D4,HbO,drift_r1_2,-4.561874e-1,1.226104e0
S9-D4,HbO,drift_r1_3,-6.607804e-1,1.200925e0
S9-D4,HbO,drift_r1_4,-2.319826e0,1.195287e0
S9-D4,HbO,drift_r1_5,-2.295331e0,1.203156e0
S9-D4,HbO,drift_r1_6,-1.970188e0,1.186881e0
S9-D4,HbO,drift_r1_7,2.393184e-1,1.182968e0
S9-D4,HbO,drift_r1_8,-2.737943e0,1.181817e0
S9-D4,HbO,drift_r1_9,-1.080398e0,1.169568e0
S9-D4,HbO,drift_r2_1,-2.620244e0,1.184270e0
S9-D4,HbO,drift_r2_2,-1.831918e0,1.192066e0
S9-D4,HbO,drift_r2_3,-3.225651e0,1.178049e0
S9-D4,HbO,drift_r2_4,-1.763695e0,1.174764e0
S9-D4,HbO,drift_r2_5,-2.861984e0,1.166154e0
S9-D4,HbO,drift_r2_6,-2.185711e0,1.161303e0
S9-D4,HbO,drift_r2_7,-3.930520e0,1.151888e0
S9-D4,HbO,drift_r3_1,1.706243e-1,1.194830e0
S9-D4,HbO,drift_r3_2,2.097995e-1,1.209035e0
S9-D4,HbO,drift_r3_3,8.818875e-1,1.185622e0
S9-D4,HbO,drift_r3_4,3.975498e-1,1.202245e0
S9-D4,HbO,drift_r3_5,6.431550e-1,1.176124e0
S9-D4,HbO,drift_r3_6,-1.300787e0,1.175126e0
S9-D4,HbO,drift_r3_7,1.064419e-1,1.164772e0
S9-D4,HbO,drift_r3_8,-1.762126e0,1.154298e0
S9-D4,HbO,drift_r4_1,-1.556836e0,1.184131e0
S9-D4,HbO,drift_r4_2,-4.496332e-1,1.201873e0
S9-D4,HbO,drift_r4_3,-1.776301e0,1.178321e0
S9-D4,HbO,drift_r4_4,4.849660e-1,1.175847e0
S9-D4,HbO,drift_r4_5,-5.360043e-1,1.167488e0
S9-D4,HbO,drift_r4_6,-5.630005e-2,1.160455e0
S9-D4,HbO,drift_r4_7,-7.439365e-1,1.156619e0
S9-D4,HbO,run_2,-2.282693e-2,2.366576e-2
S9-D4,HbO,run_3,2.155145e-2,2.687210e-2
S9-D4,HbO,run_4,9.936825e-3,2.695665e-2
S9-D4,HbO,intercept,-8.291312e-2,1.783365e-2
S9-D4,HbR,drift_r1_1,5.707391e-1,3.864048e-1
S9-D4,HbR,drift_r1_2,3.969078e-1,3.816264e-1
S9-D4,HbR,drift_r1_3,-1.829531e-1,3.759536e-1
S9-D4,HbR,drift_r1_4,1.594735e-1,3.725569e-1
S9-D4,HbR,drift_r1_5,-4.525769e-1,3.723571e-1
S9-D4,HbR,drift_r1_6,1.241826e-1,3.660360e-1
S9-D4,HbR,drift_r1_7,1.213534e-2,3.626827e-1
S9-D4,HbR,drift_r1_8,-1.554925e-2,3.587653e-1
S9-D4,HbR,drift_r1_9,-1.966226e-2,3.530792e-1
S9-D4,HbR,drift_r2_1,7.934126e-1,3.713655e-1
S9-D4,HbR,drift_r2_2,8.949714e-1,3.709304e-1
S9-D4,HbR,drift_r2_3,9.914146e-1,3.671682e-1
S9-D4,HbR,drift_r2_4,7.319919e-1,3.632688e-1
S9-D4,HbR,drift_r2_5,6.314936e-1,3.591817e-1
S9-D4,HbR,drift_r2_6,5.572687e-1,3.539441e-1
S9-D4,HbR,drift_r2_7,1.151851e0,3.485778e-1
S9-D4,HbR,drift_r3_1,3.566716e-1,3.741609e-1
S9-D4,HbR,drift_r3_2,8.305274e-1,3.764407e-1
S9-D4,HbR,drift_r3_3,3.039511e-1,3.695268e-1
S9-D4,HbR,drift_r3_4,9.630617e-1,3.708823e-1
S9-D4,HbR,drift_r3_5,-2.337276e-2,3.622208e-1
S9-D4,HbR,drift_r3_6,6.380710e-1,3.590177e-1
S9-D4,HbR,drift_r3_7,4.095661e-1,3.524765e-1
S9-D4,HbR,drift_r3_8,6.692150e-1,3.465331e-1
S9-D4,HbR,drift_r4_1,-4.877212e-2,3.714537e-1
S9-D4,HbR,drift_r4_2,5.413818e-1,3.729097e-1
S9-D4,HbR,drift_r4_3,1.507951e-1,3.674272e-1
S9-D4,HbR,drift_r4_4,-4.822948e-2,3.637352e-1
S9-D4,HbR,drift_r4_5,1.356820e-1,3.598075e-1
S9-D4,HbR,drift_r4_6,2.664952e-1,3.542255e-1
S9-D4,HbR,drift_r4_7,4.373032e-3,3.500825e-1
S9-D4,HbR,run_2,1.357109e-3,7.450944e-3
S9-D4,HbR,run_3,1.634358e-3,8.055990e-3
S9-D4,HbR,run_4,-1.682632e-3,8.073997e-3
S9-D4,HbR,intercept,-7.784986e-3,5.377581e-3
S9-D8,HbO,drift_r1_1,1.603511e0,1.255850e0
S9-D8,HbO,drift_r1_2,-7.180499e-2,1.239272e0
S9-D8,HbO,drift_r1_3,-1.294587e0,1.218633e0
S9-D8,HbO,drift_r1_4,-1.261079e0,1.209009e0
S9-D8,HbO,drift_r1_5,-1.337907e0,1.210668e0
S9-D8,HbO,drift_r1_6,-2.298897e0,1.191051e0
S9-D8,HbO,drift_r1_7,-6.007449e-1,1.181853e0
S9-D8,HbO,drift_r1_8,-8.763629e-1,1.172190e0
S9-D8,HbO,drift_r1_9,-1.767686e0,1.155025e0
S9-D8,HbO,drift_r2_1,-4.090539e0,1.203334e0
S9-D8,HbO,drift_r2_2,-1.344557e0,1.204591e0
S9-D8,HbO,drift_r2_3,-4.731596e0,1.191574e0
S9-D8,HbO,drift_r2_4,-1.841253e0,1.181444e0
S9-D8,HbO,drift_r2_5,-4.217140e0,1.169136e0
S9-D8,HbO,drift_r2_6,-2.342710e0,1.155321e0
S9-D8,HbO,drift_r2_7,-4.348085e0,1.139674e0
S9-D8,HbO,drift_r3_1,7.606132e-1,1.212890e0
S9-D8,HbO,drift_r3_2,1.050617e0,1.222187e0
S9-D8,HbO,drift_r3_3,1.228238e0,1.199255e0
S9-D8,HbO,drift_r3_4,8.911087e-1,1.207022e0
S9-D8,HbO,drift_r3_5,6.527094e-1,1.179105e0
S9-D8,HbO,drift_r3_6,5.248835e-1,1.171049e0
S9-D8,HbO,drift_r3_7,7.038093e-1,1.152512e0
S9-D8,HbO,drift_r3_8,-3.660353e-1,1.135199e0
S9-D8,HbO,drift_r4_1,-1.443451e-1,1.203502e0
S9-D8,HbO,drift_r4_2,-2.969377e-1,1.212024e0
S9-D8,HbO,drift_r4_3,-7.578354e-1,1.192265e0
S9-D8,HbO,drift_r4_4,-1.144387e0,1.182849e0
S9-D8,HbO,drift_r4_5,7.390789e-3,1.171003e0
S9-D8,HbO,drift_r4_6,-8.585195e-1,1.155751e0
S9-D8,HbO,drift_r4_7,-1.188259e-1,1.144602e0
S9-D8,HbO,run_2,-1.852327e-2,2.411608e-2
S9-D8,HbO,run_3,2.705679e-2,2.645667e-2
S9-D8,HbO,run_4,1.186216e-2,2.652306e-2
S9-D8,HbO,intercept,-8.110115e-2,1.762959e-2
S9-D8,HbR,drift_r1_1,1.108132e0,5.424359e-1
S9-D8,HbR,drift_r1_2,1.339959e0,5.355694e-1
S9-D8,HbR,drift_r1_3,8.649174e-1,5.276904e-1
S9-D8,HbR,drift_r1_4,1.367469e0,5.202177e-1
S9-D8,HbR,drift_r1_5,7.927111e-1,5.162328e-1
S9-D8,HbR,drift_r1_6,9.133500e-1,5.043830e-1
S9-D8,HbR,drift_r1_7,8.596858e-1,4.958769e-1
S9-D8,HbR,drift_r1_8,6.144039e-1,4.858458e-1
S9-D8,HbR,drift_r1_9,7.391052e-1,4.742051e-1
S9-D8,HbR,drift_r2_1,1.613276e0,5.230806e-1
S9-D8,HbR,drift_r2_2,4.912673e-1,5.195394e-1
S9-D8,HbR,drift_r2_3,1.430468e0,5.129038e-1
S9-D8,HbR,drift_r2_4,5.862960e-1,5.034166e-1
S9-D8,HbR,drift_r2_5,1.281886e0,4.940932e-1
S9-D8,HbR,drift_r2_6,1.339808e-2,4.817590e-1
S9-D8,HbR,drift_r2_7,1.483691e0,4.696904e-1
S9-D8,HbR,drift_r3_1,-2.634498e-1,5.267292e-1
S9-D8,HbR,drift_r3_2,3.695544e-1,5.275560e-1
S9-D8,HbR,drift_r3_3,-1.351633e-1,5.163621e-1
S9-D8,HbR,drift_r3_4,7.445018e-2,5.136715e-1
S9-D8,HbR,drift_r3_5,-1.926056e-1,4.986540e-1
S9-D8,HbR,drift_r3_6,2.634027e-1,4.894859e-1
S9-D8,HbR,drift_r3_7,3.633392e-2,4.755869e-1
S9-D8,HbR,drift_r3_8,-1.026290e-1,4.626892e-1
S9-D8,HbR,drift_r4_1,-2.413555e-1,5.233522e-1
S9-D8,HbR,drift_r4_2,6.632867e-1,5.217724e-1
S9-D8,HbR,drift_r4_3,-2.100611e-1,5.135228e-1
S9-D8,HbR,drift_r4_4,7.856960e-1,5.043606e-1
S9-D8,HbR,drift_r4_5,-1.507737e-1,4.953705e-1
S9-D8,HbR,drift_r4_6,-4.516162e-3,4.828026e-1
S9-D8,HbR,drift_r4_7,-9.864306e-1,4.721829e-1
S9-D8,HbR,run_2,2.760072e-3,1.054717e-2
S9-D8,HbR,run_3,-2.402119e-2,1.114788e-2
S9-D8,HbR,run_4,-1.900661e-2,1.116792e-2
S9-D8,HbR,intercept,-4.162111e-3,7.463481e-3
S9-D11,HbO,drift_r1_1,3.624549e0,1.221840e0
S9-D11,HbO,drift_r1_2,9.212839e-1,1.202785e0
S9-D11,HbO,drift_r1_3,-1.030750e0,1.177352e0
S9-D11,HbO,drift_r1_4,-2.681714e0,1.172278e0
S9-D11,HbO,drift_r1_5,-2.556811e0,1.180695e0
S9-D11,HbO,drift_r1_6,-2.982789e0,1.165061e0
S9-D11,HbO,drift_r1_7,-8.903910e-1,1.161758e0
S9-D11,HbO,drift_r1_8,-5.880921e-1,1.161648e0
S9-D11,HbO,drift_r1_9,-1.996205e0,1.150111e0
S9-D11,HbO,drift_r2_1,-1.767757e0,1.160921e0
S9-D11,HbO,drift_r2_2,-5.994403e-1,1.169418e0
S9-D11,HbO,drift_r2_3,-2.256777e0,1.155389e0
S9-D11,HbO,drift_r2_4,-1.534499e0,1.152982e0
S9-D11,HbO,drift_r2_5,-2.861624e0,1.144833e0
S9-D11,HbO,drift_r2_6,-1.252386e0,1.141145e0
S9-D11,HbO,drift_r2_7,-3.821721e0,1.132522e0
S9-D11,HbO,drift_r3_1,2.099911e0,1.171453e0
S9-D11,HbO,drift_r3_2,1.602980e0,1.185990e0
S9-D11,HbO,drift_r3_3,1.402270e0,1.162843e0
S9-D11,HbO,drift_r3_4,1.744046e0,1.180219e0
S9-D11,HbO,drift_r3_5,7.145793e-1,1.154671e0
S9-D11,HbO,drift_r3_6,4.669847e-1,1.154441e0
S9-D11,HbO,drift_r3_7,-1.122346e-1,1.145244e0
S9-D11,HbO,drift_r3_8,-6.913213e-1,1.135670e0
S9-D11,HbO,drift_r4_1,-1.862746e0,1.160744e0
S9-D11,HbO,drift_r4_2,9.468823e-1,1.179390e0
S9-D11,HbO,drift_r4_3,-1.118431e0,1.155606e0
S9-D11,HbO,drift_r4_4,-1.500116e0,1.154017e0
S9-D11,HbO,drift_r4_5,-4.108716e-1,1.146087e0
S9-D11,HbO,drift_r4_6,-8.210237e-1,1.140161e0
S9-D11,HbO,drift_r4_7,-2.773775e0,1.137163e0
S9-D11,HbO,run_2,-2.167153e-2,2.319056e-2
S9-D11,HbO,run_3,1.079234e-2,2.645728e-2
S9-D11,HbO,run_4,-7.308270e-4,2.654314e-2
S9-D11,HbO,intercept,-1.440748e-1,1.754890e-2
S9-D11,HbR,drift_r1_1,6.325879e-1,3.444849e-1
S9-D11,HbR,drift_r1_2,6.782545e-1,3.402395e-1
S9-D11,HbR,drift_r1_3,6.349746e-1,3.352353e-1
S9-D11,HbR,drift_r1_4,6.848700e-1,3.319352e-1
S9-D11,HbR,drift_r1_5,6.872920e-1,3.313622e-1
S9-D11,HbR,drift_r1_6,6.729989e-1,3.254311e-1
S9-D11,HbR,drift_r1_7,8.427252e-1,3.220387e-1
S9-D11,HbR,drift_r1_8,2.408046e-1,3.180476e-1
S9-D11,HbR,drift_r1_9,2.268049e-1,3.125781e-1
S9-D11,HbR,drift_r2_1,2.041361e-1,3.313238e-1
S9-D11,HbR,drift_r2_2,-4.777386e-1,3.306199e-1
S9-D11,HbR,drift_r2_3,1.972457e-1,3.271523e-1
S9-D11,HbR,drift_r2_4,-2.661696e-1,3.232581e-1
S9-D11,HbR,drift_r2_5,3.240183e-1,3.192482e-1
S9-D11,HbR,drift_r2_6,-2.743705e-2,3.140407e-1
S9-D11,HbR,drift_r2_7,1.604701e-1,3.087629e-1
S9-D11,HbR,drift_r3_1,-4.913871e-1,3.337856e-1
S9-D11,HbR,drift_r3_2,1.027782e-1,3.355550e-1
S9-D11,HbR,drift_r3_3,-3.024891e-1,3.292732e-1
S9-D11,HbR,drift_r3_4,2.154085e-1,3.299812e-1
S9-D11,HbR,drift_r3_5,-3.910235e-1,3.219886e-1
S9-D11,HbR,drift_r3_6,2.726829e-1,3.186312e-1
S9-D11,HbR,drift_r3_7,-4.490800e-1,3.122841e-1
S9-D11,HbR,drift_r3_8,2.259626e-1,3.064764e-1
S9-D11,HbR,drift_r4_1,6.703569e-1,3.314178e-1
S9-D11,HbR,drift_r4_2,3.849108e-1,3.323121e-1
S9-D11,HbR,drift_r4_3,1.060914e0,3.274094e-1
S9-D11,HbR,drift_r4_4,5.329761e-1,3.237029e-1
S9-D11,HbR,drift_r4_5,8.479586e-1,3.198474e-1
S9-D11,HbR,drift_r4_6,7.475087e-1,3.143637e-1
S9-D11,HbR,drift_r4_7,2.385120e-1,3.101436e-1
S9-D11,HbR,run_2,-1.018814e-2,6.652535e-3
S9-D11,HbR,run_3,-4.950113e-4,7.161167e-3
S9-D11,HbR,run_4,9.373910e-3,7.176623e-3
S9-D11,HbR,intercept,4.379683e-3,4.782943e-3
S9-D13,HbO,drift_r1_1,9.982514e-1,1.427376e0
S9-D13,HbO,drift_r1_2,-7.838943e-1,1.409089e0
S9-D13,HbO,drift_r1_3,-2.146024e0,1.386879e0
S9-D13,HbO,drift_r1_4,-4.191962e0,1.374217e0
S9-D13,HbO,drift_r1_5,-2.459761e0,1.373607e0
S9-D13,HbO,drift_r1_6,-3.128433e0,1.349701e0
S9-D13,HbO,drift_r1_7,-9.240232e-1,1.336973e0
S9-D13,HbO,drift_r1_8,-1.268309e0,1.322648e0
S9-D13,HbO,drift_r1_9,-6.257162e-1,1.301014e0
S9-D13,HbO,drift_r2_1,-3.425070e0,1.370284e0
S9-D13,HbO,drift_r2_2,-2.100246e0,1.369239e0
S9-D13,HbO,drift_r2_3,-3.415067e0,1.354438e0
S9-D13,HbO,drift_r2_4,-1.478785e0,1.340119e0
S9-D13,HbO,drift_r2_5,-2.875033e0,1.324352e0
S9-D13,HbO,drift_r2_6,-1.797162e0,1.305070e0
S9-D13,HbO,drift_r2_7,-3.483051e0,1.284622e0
S9-D13,HbO,drift_r3_1,4.824653e-1,1.380767e0
S9-D13,HbO,drift_r3_2,1.892076e-1,1.389527e0
S9-D13,HbO,drift_r3_3,8.458060e-1,1.363185e0
S9-D13,HbO,drift_r3_4,8.563393e-1,1.368628e0
S9-D13,HbO,drift_r3_5,-6.951491e-2,1.335710e0
S9-D13,HbO,drift_r3_6,-2.836760e-1,1.323616e0
S9-D13,HbO,drift_r3_7,2.980653e-2,1.299263e0
S9-D13,HbO,drift_r3_8,-9.325313e-1,1.276748e0
S9-D13,HbO,drift_r4_1,-4.869292e-2,1.370594e0
S9-D13,HbO,drift_r4_2,-1.488525e0,1.376947e0
S9-D13,HbO,drift_r4_3,-1.125654e0,1.355397e0
S9-D13,HbO,drift_r4_4,-1.189431e0,1.341876e0
S9-D13,HbO,drift_r4_5,-1.852341e0,1.326710e0
S9-D13,HbO,drift_r4_6,-7.920727e-1,1.306054e0
S9-D13,HbO,drift_r4_7,-2.052140e0,1.290363e0
S9-D13,HbO,run_2,-3.079505e-2,2.749532e-2
S9-D13,HbO,run_3,4.768900e-2,2.986687e-2
S9-D13,HbO,run_4,2.757630e-2,2.993583e-2
S9-D13,HbO,intercept,-1.167789e-1,1.992590e-2
S9-D13,HbR,drift_r1_1,1.646719e0,5.419177e-1
S9-D13,HbR,drift_r1_2,1.897916e0,5.350600e-1
S9-D13,HbR,drift_r1_3,1.003205e0,5.276105e-1
S9-D13,HbR,drift_r1_4,1.162697e0,5.188103e-1
S9-D13,HbR,drift_r1_5,2.848176e-1,5.129987e-1
S9-D13,HbR,drift_r1_6,8.401474e-1,4.999011e-1
